Cost=34000.0
n=12
m=11
k=20
QH[0]: T2 10.0 T3 10.0 T4 20.0 T5 10.0 T6 10.0 T7 10.0 T8 30.0 T9 20.0 T10 30.0 T11 40.0 T12 10.0 T13 30.0 T14 10.0 T15 30.0 T16 10.0
QH[1]: T7 20.0 T8 60.0 T9 40.0 T10 60.0 T11 80.0 T12 20.0 T13 60.0 T14 20.0 T15 60.0 T16 20.0
QH[2]: T4 30.0 T5 15.0 T6 15.0 T7 15.0 T8 45.0 T9 30.0 T10 45.0 T11 60.0 T12 15.0 T13 45.0 T14 15.0 T15 15.0
QH[3]: T9 50.0 T10 75.0 T11 100.0 T12 25.0 T13 75.0 T14 25.0 T15 75.0 T16 25.0 T17 25.0 T18 25.0
QH[4]: T1 34.0 T2 17.0 T3 17.0 T4 34.0 T5 17.0 T6 17.0 T7 17.0 T8 51.0 T9 34.0 T10 51.0 T11 68.0 T12 17.0 T13 51.0 T14 17.0
QH[5]: T3 8.0 T4 16.0 T5 8.0 T6 8.0 T7 8.0 T8 24.0 T9 16.0 T10 24.0 T11 32.0 T12 8.0 T13 24.0 T14 8.0 T15 24.0 T16 8.0 T17 8.0
QH[6]: T5 12.0 T6 12.0 T7 12.0 T8 36.0 T9 24.0 T10 36.0 T11 48.0 T12 12.0
QH[7]: T10 54.0 T11 72.0 T12 18.0 T13 54.0 T14 18.0 T15 54.0
QH[8]: T11 44.0 T12 11.0 T13 33.0 T14 11.0 T15 33.0 T16 11.0 T17 11.0 T18 33.0
QH[9]: T8 39.0 T9 26.0 T10 39.0 T11 52.0 T12 13.0 T13 39.0
QH[10]: T0 212.0
QH[11]: T6 262.0
QC[0]: T1 15.0 T2 15.0 T3 15.0 T4 30.0 T5 15.0 T6 15.0 T7 15.0 T8 45.0 T9 30.0 T10 45.0 T11 60.0 T12 15.0 T13 45.0
QC[1]: T10 13.0 T11 52.0 T12 13.0 T13 39.0 T14 13.0 T15 39.0 T16 13.0 T17 13.0
QC[2]: T8 25.0 T9 50.0 T10 75.0 T11 100.0 T12 25.0 T13 75.0 T14 25.0 T15 75.0 T16 25.0 T17 25.0 T18 125.0
QC[3]: T3 28.0 T4 56.0 T5 28.0 T6 28.0 T7 28.0 T8 84.0 T9 56.0 T10 84.0 T11 112.0
QC[4]: T0 76.0 T1 38.0 T2 19.0 T3 19.0 T4 38.0 T5 19.0 T6 19.0 T7 19.0 T8 57.0 T9 38.0 T10 57.0 T11 76.0 T12 19.0 T13 57.0 T14 19.0
QC[5]: T13 16.0 T14 8.0 T15 24.0 T16 8.0 T17 8.0
QC[6]: T5 17.0 T6 17.0 T7 17.0 T8 51.0 T9 34.0 T10 51.0 T11 68.0
QC[7]: T7 16.0 T8 48.0 T9 32.0 T10 48.0 T11 64.0 T12 16.0 T13 48.0 T14 16.0 T15 48.0
QC[8]: T11 18.0 T12 9.0 T13 27.0 T14 9.0 T15 27.0 T16 9.0
QC[9]: T4 21.0 T5 21.0 T6 21.0 T7 21.0 T8 63.0 T9 42.0 T10 63.0 T11 84.0 T12 21.0
QC[10]: T19 197.0
R[0]= 0.0
R[1]= 136.0
R[2]= 117.0
R[3]= 110.0
R[4]= 83.0
R[5]= 38.0
R[6]= 0.0
R[7]= 224.0
R[8]= 190.0
R[9]= 102.0
R[10]= 60.0
R[11]= 38.0
R[12]= 0.0
R[13]= 31.0
R[14]= 135.0
R[15]= 169.0
R[16]= 247.0
R[17]= 266.0
R[18]= 264.0
R[19]= 197.0
R[20]= 0.0
