Cost=35780.0
n=14
m=13
k=23
QH[0]: T3 10.0 T4 10.0 T5 20.0 T6 10.0 T7 10.0 T8 10.0 T9 30.0 T10 20.0 T11 10.0 T12 20.0 T13 40.0 T14 10.0 T15 30.0 T16 10.0 T17 30.0 T18 10.0
QH[1]: T8 18.0 T9 54.0 T10 36.0 T11 18.0 T12 36.0 T13 72.0 T14 18.0 T15 54.0 T16 18.0 T17 54.0 T18 18.0
QH[2]: T5 32.0 T6 16.0 T7 16.0 T8 16.0 T9 48.0 T10 32.0 T11 16.0 T12 32.0 T13 64.0 T14 16.0 T15 48.0 T16 16.0 T17 16.0
QH[3]: T10 50.0 T11 25.0 T12 50.0 T13 100.0 T14 25.0 T15 75.0 T16 25.0 T17 75.0 T18 25.0 T19 25.0 T20 25.0
QH[4]: T2 36.0 T3 18.0 T4 18.0 T5 36.0 T6 18.0 T7 18.0 T8 18.0 T9 54.0 T10 36.0 T11 18.0 T12 36.0 T13 72.0 T14 18.0 T15 54.0 T16 18.0
QH[5]: T4 8.0 T5 16.0 T6 8.0 T7 8.0 T8 8.0 T9 24.0 T10 16.0 T11 8.0 T12 16.0 T13 32.0 T14 8.0 T15 24.0 T16 8.0 T17 24.0 T18 8.0 T19 8.0
QH[6]: T6 13.0 T7 13.0 T8 13.0 T9 39.0 T10 26.0 T11 13.0 T12 26.0 T13 52.0 T14 13.0
QH[7]: T11 17.0 T12 34.0 T13 68.0 T14 17.0 T15 51.0 T16 17.0 T17 51.0
QH[8]: T13 48.0 T14 12.0 T15 36.0 T16 12.0 T17 36.0 T18 12.0 T19 12.0 T20 24.0 T21 12.0
QH[9]: T9 36.0 T10 24.0 T11 12.0 T12 24.0 T13 48.0 T14 12.0 T15 36.0
QH[10]: T1 22.0 T2 44.0 T3 22.0 T4 22.0 T5 44.0 T6 22.0 T7 22.0 T8 22.0 T9 66.0
QH[11]: T15 72.0 T16 24.0 T17 72.0 T18 24.0 T19 24.0 T20 24.0
QH[12]: T0 174.0
QH[13]: T7 308.0
QC[0]: T2 16.0 T3 16.0 T4 16.0 T5 32.0 T6 16.0 T7 16.0 T8 16.0 T9 48.0 T10 32.0 T11 16.0 T12 32.0 T13 64.0 T14 16.0 T15 48.0
QC[1]: T12 13.0 T13 52.0 T14 13.0 T15 39.0 T16 13.0 T17 39.0 T18 13.0 T19 13.0
QC[2]: T9 23.0 T10 46.0 T11 23.0 T12 46.0 T13 92.0 T14 23.0 T15 69.0 T16 23.0 T17 69.0 T18 23.0 T19 23.0 T20 46.0 T21 69.0
QC[3]: T4 26.0 T5 52.0 T6 26.0 T7 26.0 T8 26.0 T9 78.0 T10 52.0 T11 26.0 T12 52.0 T13 104.0
QC[4]: T0 60.0 T1 20.0 T2 40.0 T3 20.0 T4 20.0 T5 40.0 T6 20.0 T7 20.0 T8 20.0 T9 60.0 T10 40.0 T11 20.0 T12 40.0 T13 80.0 T14 20.0 T15 60.0 T16 20.0
QC[5]: T15 16.0 T16 8.0 T17 24.0 T18 8.0 T19 8.0
QC[6]: T6 17.0 T7 17.0 T8 17.0 T9 51.0 T10 34.0 T11 17.0 T12 34.0 T13 68.0
QC[7]: T8 17.0 T9 51.0 T10 34.0 T11 17.0 T12 34.0 T13 68.0 T14 17.0 T15 51.0 T16 17.0 T17 51.0
QC[8]: T13 18.0 T14 9.0 T15 27.0 T16 9.0 T17 27.0 T18 9.0
QC[9]: T5 23.0 T6 23.0 T7 23.0 T8 23.0 T9 69.0 T10 46.0 T11 23.0 T12 46.0 T13 92.0 T14 23.0
QC[10]: T1 17.0 T2 34.0 T3 17.0 T4 17.0 T5 34.0 T6 17.0 T7 17.0 T8 17.0 T9 51.0 T10 34.0 T11 17.0
QC[11]: T15 24.0 T16 12.0 T17 36.0 T18 12.0 T19 12.0 T20 24.0
QC[12]: T22 323.0
R[0]= 0.0
R[1]= 114.0
R[2]= 99.0
R[3]= 89.0
R[4]= 86.0
R[5]= 65.0
R[6]= 32.0
R[7]= 0.0
R[8]= 276.0
R[9]= 245.0
R[10]= 165.0
R[11]= 87.0
R[12]= 65.0
R[13]= 42.0
R[14]= 0.0
R[15]= 28.0
R[16]= 174.0
R[17]= 220.0
R[18]= 332.0
R[19]= 364.0
R[20]= 377.0
R[21]= 380.0
R[22]= 323.0
R[23]= 0.0
