DTmin 10.0
HS0 400.0 120.0 6.1
HS1 340.0 120.0 1.8
HS2 380.0 150.0 0.51
HS3 300.0 100.0 7.7
HS4 420.0 160.0 3.25
HS5 390.0 110.0 3.65
HS6 360.0 200.0 0.18
HS7 280.0 130.0 0.66
HS8 250.0 80.0 1.4
HS9 330.0 170.0 3.8
HS10 430.0 300.0 11.3
HS11 200.0 100.0 8.2
HS12 150.0 70.0 5.5
HS13 330.0 180.0 0.65
HS14 370.0 115.0 0.3
HS15 355.0 105.0 5.5
HS16 310.0 130.0 0.85
CS0 160.0 400.0 15.2
CS1 100.0 250.0 3.15
CS2 50.0 300.0 0.44
CS3 200.0 380.0 2.35
CS4 150.0 450.0 1.8
CS5 100.0 180.0 6.1
CS6 200.0 350.0 1.5
CS7 120.0 330.0 0.19
CS8 110.0 220.0 5.15
CS9 190.0 360.0 3.0
CS10 260.0 420.0 7.9
CS11 80.0 180.0 12.8
CS12 130.0 390.0 0.29
CS13 180.0 260.0 4.3
CS14 155.0 365.0 1.0
CS15 95.0 480.0 0.1
CS16 175.0 385.0 7.2
HU0 500.0 499.0 80.0
HU1 350.0 349.0 50.0
CU0 20.0 21.0 20.0
