Test case originally investigated by "Letsios, Kouyialis, Misener. Computers and Chemical Engineering 113, p. 57-85, 2018". 
Randomly generated by random procedure and seed provided as a personal communication from Ignacio Grossmann to Ruth Misener. 
 
DTmin 10.0
HS0 400.0 120.0 6.1
HS1 340.0 120.0 2.0
HS2 380.0 150.0 0.55
HS3 300.0 100.0 8.2
HS4 420.0 160.0 3.3
HS5 390.0 110.0 3.75
HS6 360.0 200.0 0.2
HS7 280.0 130.0 0.55
HS8 250.0 80.0 1.4
HS9 330.0 170.0 3.65
HS10 430.0 300.0 12.6
HS11 200.0 100.0 8.4
HS12 150.0 70.0 4.8
HS13 330.0 180.0 0.56
HS14 370.0 115.0 0.27
HS15 355.0 105.0 5.9
HS16 310.0 130.0 0.88
HS17 260.0 90.0 3.0
HS18 300.0 115.0 1.0
HS19 265.0 190.0 0.32
CS0 160.0 400.0 14.5
CS1 100.0 250.0 3.2
CS2 50.0 300.0 0.43
CS3 200.0 380.0 2.3
CS4 150.0 450.0 2.2
CS5 100.0 180.0 5.7
CS6 200.0 350.0 1.35
CS7 120.0 330.0 0.21
CS8 110.0 220.0 5.25
CS9 190.0 360.0 3.3
CS10 260.0 420.0 8.5
CS11 80.0 180.0 12.7
CS12 130.0 390.0 0.27
CS13 180.0 260.0 4.1
CS14 155.0 365.0 0.9
CS15 95.0 480.0 0.09
CS16 175.0 385.0 7.4
CS17 130.0 290.0 2.2
CS18 210.0 430.0 0.52
CS19 230.0 370.0 1.55
HU0 500.0 499.0 80.0
HU1 350.0 349.0 50.0
CU0 20.0 21.0 20.0
