Test case originally investigated by "Letsios, Kouyialis, Misener. Computers and Chemical Engineering 113, p. 57-85, 2018". 
Randomly generated by random procedure and seed provided as a personal communication from Ignacio Grossmann to Ruth Misener. 
 
DTmin 10.0
HS0 400.0 120.0 5.8
HS1 340.0 120.0 2.1
HS2 380.0 150.0 0.55
HS3 300.0 100.0 8.6
HS4 420.0 160.0 3.15
HS5 390.0 110.0 4.35
HS6 360.0 200.0 0.22
HS7 280.0 130.0 0.61
HS8 250.0 80.0 1.35
HS9 330.0 170.0 4.25
HS10 430.0 300.0 10.9
HS11 200.0 100.0 7.9
HS12 150.0 70.0 4.85
HS13 330.0 180.0 0.65
HS14 370.0 115.0 0.29
HS15 355.0 105.0 5.9
HS16 310.0 130.0 0.86
HS17 260.0 90.0 2.7
HS18 300.0 115.0 1.05
HS19 265.0 190.0 0.33
CS0 160.0 400.0 13.1
CS1 100.0 250.0 3.15
CS2 50.0 300.0 0.37
CS3 200.0 380.0 2.75
CS4 150.0 450.0 1.95
CS5 100.0 180.0 5.4
CS6 200.0 350.0 1.6
CS7 120.0 330.0 0.22
CS8 110.0 220.0 5.6
CS9 190.0 360.0 2.9
CS10 260.0 420.0 7.9
CS11 80.0 180.0 12.0
CS12 130.0 390.0 0.27
CS13 180.0 260.0 4.05
CS14 155.0 365.0 0.95
CS15 95.0 480.0 0.1
CS16 175.0 385.0 7.7
CS17 130.0 290.0 1.85
CS18 210.0 430.0 0.49
CS19 230.0 370.0 1.65
HU0 500.0 499.0 80.0
HU1 350.0 349.0 50.0
CU0 20.0 21.0 20.0
