DTmin 10
HS0 380 45 10.85
HS1 267 34 0.13
HS2 252 156 13.16
HS3 317 208 11.28
HS4 174 59 12.79
HS5 357 99 0.92
HS6 336 136 1.36
HS7 372 228 0.58
HS8 80 71 4.9
HS9 313 242 3.28
HS10 197 83 8.35
HS11 274 257 3.93
HS12 118 38 3.28
HS13 162 126 0.33
HS14 249 92 14.28
HS15 146 130 14.66
HS16 193 64 14.72
HS17 358 215 12.5
HS18 361 314 2.21
HS19 172 139 14.7
HS20 281 129 6.13
HS21 130 71 4.09
HS22 288 147 5.21
HS23 40 37 14.36
HS24 255 244 0.26
HS25 318 207 8.13
HS26 58 48 1.9
HS27 370 282 3.26
HS28 199 172 1.74
HS29 395 225 6.9
HS30 335 87 4.08
HS31 160 37 7.99
HS32 194 175 8.36
HS33 82 52 9.58
HS34 54 33 1.87
HS35 259 166 3.78
HS36 55 30 14.84
HS37 387 270 9.28
HS38 70 37 2.83
HS39 364 182 14.07
HS40 260 201 10.32
HS41 320 259 11.76
HS42 375 308 14.56
HS43 133 72 7.28
HS44 126 80 4.99
HS45 201 175 2.32
HS46 336 201 2.15
HS47 131 37 5.91
HS48 399 150 1.91
HS49 308 238 0.1
HS50 40 30 3.99
HS51 375 82 6.44
HS52 31 30 5.17
HS53 32 31 4.47
HS54 380 92 8.86
HS55 52 40 1.99
HS56 70 56 5.43
HS57 148 108 0.08
HS58 86 50 11.44
HS59 58 32 14.28
HS60 213 149 9.85
HS61 173 92 5.13
HS62 165 117 14.33
HS63 390 100 8.65
HS64 388 133 1.62
HS65 357 218 13.8
HS66 311 137 4.09
HS67 82 30 1.46
HS68 95 62 2.11
HS69 130 37 11.53
HS70 277 154 0.18
HS71 321 121 2.98
HS72 348 78 8.84
HS73 298 167 5.55
HS74 57 51 12.41
HS75 280 128 9.27
HS76 203 48 8.59
HS77 355 220 3.25
HS78 327 315 10.27
HS79 353 103 3.98
CS0 95 254 3.46
CS1 227 288 12.38
CS2 385 390 12.51
CS3 385 392 8.03
CS4 187 227 6.68
CS5 164 197 6.01
CS6 189 230 13.46
CS7 97 222 6.58
CS8 133 290 4.96
CS9 288 301 14.29
CS10 279 355 9.48
CS11 391 394 14.19
CS12 152 218 4.95
CS13 345 399 6.69
CS14 361 384 12.59
CS15 195 211 5.82
CS16 313 314 9.93
CS17 382 383 3.15
CS18 93 315 2.3
CS19 35 315 12.54
CS20 365 370 10.85
CS21 350 389 3.62
CS22 62 161 9.17
CS23 218 241 4.74
CS24 395 399 9.36
CS25 176 275 10.47
CS26 67 243 13.46
CS27 398 400 7.81
CS28 128 382 11.1
CS29 45 325 6.82
CS30 32 315 4.1
CS31 147 238 6.14
CS32 360 372 11.01
CS33 66 202 6.02
CS34 342 375 7.77
CS35 174 264 5.64
CS36 327 347 12.37
CS37 119 309 12.02
CS38 211 340 12.98
CS39 185 282 7.07
CS40 216 220 2.27
CS41 128 377 1.34
CS42 302 354 3.78
CS43 394 399 1.42
CS44 92 289 9.6
CS45 115 365 14.31
CS46 115 137 13.63
CS47 134 211 4.32
CS48 71 91 5.64
CS49 209 263 7.56
CS50 84 93 10.99
CS51 314 390 5.16
CS52 66 152 12.99
CS53 252 307 13.08
CS54 106 320 9.08
CS55 37 118 6.75
CS56 307 370 10.9
CS57 289 304 14.82
CS58 199 317 12.89
CS59 396 397 2.71
CS60 379 388 9.73
CS61 309 369 1.08
CS62 297 370 9.33
CS63 195 262 11.56
CS64 86 88 7.17
CS65 53 234 11.08
CS66 230 364 5.59
CS67 88 382 8.67
CS68 168 211 14.99
CS69 176 199 12.34
CS70 34 56 14.48
CS71 146 152 2.93
CS72 49 109 1.34
CS73 186 261 12.05
CS74 262 348 4.98
CS75 170 237 13.69
CS76 378 388 9.89
CS77 240 326 2.77
CS78 97 347 2.87
CS79 266 335 13.63
HU0 500 499 80
CU0 20 21 20
